1.998393781407035306e+02 1.000000000000000000e+00
2.010256281407035317e+02 1.000000000000000000e+00
2.036021922110552680e+02 1.000000000000000000e+00
2.037084422110552850e+02 1.000000000000000000e+00
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.040000000000000000e+02 9.994152404895353392e-01
2.063850062814070156e+02 9.573781946108114171e-01
2.071028203517587940e+02 9.452765888532937977e-01
2.087953203517588179e+02 9.176972394322610027e-01
2.110543844221105587e+02 8.828680913013166043e-01
2.125834484924623098e+02 8.605038601099171958e-01
2.137759484924623052e+02 8.437039375408930120e-01
2.141396984924623155e+02 8.386876283631012896e-01
2.202268907035175971e+02 7.616589515127241139e-01
2.214018907035175801e+02 7.481758704955449035e-01
2.214443907035175982e+02 7.476959519653892938e-01
2.230622047738693254e+02 7.298187162056862798e-01
2.246237688442211038e+02 7.132628366346718263e-01
2.257425188442211095e+02 7.018059751879103247e-01
2.259762688442211243e+02 6.994535544149652617e-01
2.294040829145728537e+02 6.665209476050683035e-01
2.297356469849246139e+02 6.634846604148684213e-01
2.317318969849246173e+02 6.457289425874597200e-01
2.324059610552764070e+02 6.399307808035131773e-01
2.337997110552763900e+02 6.282454928228187185e-01
2.345697110552764002e+02 6.219603663879680333e-01
2.347487751256281570e+02 6.205157609766587257e-01
2.362262751256281490e+02 6.088351774350272416e-01
2.371775251256281365e+02 6.015350875216675108e-01
2.383890891959798921e+02 5.924783498526783321e-01
2.385878391959798819e+02 5.910178505258985027e-01
2.428597173366834170e+02 5.612536973914992178e-01
2.430672173366834272e+02 5.598837233146328751e-01
2.439597173366834113e+02 5.540672503821605366e-01
2.462662814070351658e+02 5.395892049717635475e-01
2.473900314070351669e+02 5.328136108680355809e-01
2.485553454773869646e+02 5.259718462449991527e-01
2.490565954773869635e+02 5.230852242338261959e-01
2.495565954773869635e+02 5.202388848406458433e-01
2.508969095477386873e+02 5.127685022156858174e-01
2.519769095477386998e+02 5.069137486766457368e-01
2.556512876884422383e+02 4.880376066980738892e-01
2.572200376884422326e+02 4.804429017727793738e-01
2.593816017587939768e+02 4.704047464125458156e-01
2.601453517587939928e+02 4.669715965555029102e-01
2.619569158291457143e+02 4.590562291216122581e-01
2.626369158291457211e+02 4.561655361996294067e-01
2.644684798994974813e+02 4.485901226451748380e-01
2.671437939698492414e+02 4.380534227848545958e-01
2.676687939698492755e+02 4.360563144952602777e-01
2.688616080402010198e+02 4.316018348398947269e-01
2.688978580402010152e+02 4.314682405962724787e-01
2.699891080402010175e+02 4.274947865519262979e-01
2.716156721105527936e+02 4.217414520772579944e-01
2.727781721105527595e+02 4.177498648116428348e-01
2.733434861809045060e+02 4.158440550695142734e-01
